ID,data,latitude,longitude,altitude
1,,24.1840345,120.7357345,364.3000183105469
2,,24.1840345,120.7357345,364.3000183105469
3,,24.1840345,120.7357345,364.3000183105469
4,,24.1840345,120.7357345,364.3000183105469
5,,24.1840345,120.7357345,364.3000183105469
6,-0.70_9.84_-0.57_-0.34_3.47_-1.01_-17.75_-24.50_28.75_0.6960_0.6555_0.1833_0.2286end-0.71_9.82_-0.59_-0.34_2.91_-0.90_-17.75_-24.50_28.75_0.6959_0.6554_0.1835_0.2289end-0.70_9.82_-0.57_-0.34_2.91_-0.90_-17.75_-24.50_28.75_0.6959_0.6554_0.1836_0.2291end-0.73_9.84_-0.61_-0.34_2.91_-0.90_-17.75_-24.50_28.75_0.6959_0.6554_0.1836_0.2291end-0.73_9.84_-0.61_-0.34_2.91_-0.90_-17.75_-24.50_28.75_0.6959_0.6554_0.1837_0.2292end-0.75_9.84_-0.59_-0.34_2.91_-0.90_-17.75_-24.50_28.75_0.6959_0.6554_0.1837_0.2292end-0.75_9.84_-0.59_-0.34_2.91_-0.90_-17.75_-24.50_28.75_0.6957_0.6553_0.1838_0.2295end-0.77_9.82_-0.67_-0.34_2.91_-0.90_-17.75_-24.50_28.75_0.6957_0.6553_0.1838_0.2295end-0.81_9.81_-0.60_0.11_0.56_0.00_-17.75_-24.50_28.75_0.6957_0.6553_0.1838_0.2295end-0.77_9.82_-0.65_0.11_0.00_-0.11_-17.75_-24.50_28.75_0.6957_0.6553_0.1838_0.2295end,24.1840345,120.7357345,364.3000183105469
7,,24.1840345,120.7357345,364.3000183105469
8,,24.1840345,120.7357345,364.3000183105469
9,,24.1840345,120.7357345,364.3000183105469
10,,24.1840345,120.7357345,364.3000183105469
11,,24.1840345,120.7357345,364.3000183105469
12,,24.1840345,120.7357345,364.3000183105469
13,,24.1840345,120.7357345,364.3000183105469
14,,24.1840345,120.7357345,364.3000183105469
15,,24.1840345,120.7357345,364.3000183105469
16,,24.1840345,120.7357345,364.3000183105469
17,,24.1840345,120.7357345,364.3000183105469
18,,24.1840345,120.7357345,364.3000183105469
19,,24.1840345,120.7357345,364.3000183105469
20,,24.1840345,120.7357345,364.3000183105469
21,-0.77_9.82_-0.67_0.11_0.00_-0.11_-17.06_-25.50_29.12_0.6957_0.6553_0.1839_0.2296end-0.75_9.81_-0.69_0.11_0.00_-0.11_-17.06_-25.50_29.12_0.6957_0.6553_0.1838_0.2296end-0.73_9.86_-0.66_0.11_0.00_-0.11_-17.06_-25.50_29.12_0.6957_0.6553_0.1838_0.2295end-0.71_9.81_-0.68_0.11_0.00_-0.11_-17.06_-25.50_29.12_0.6957_0.6553_0.1838_0.2295e,24.1840345,120.7357345,364.3000183105469
22,,24.1840345,120.7357345,364.3000183105469
23,,24.1840345,120.7357345,364.3000183105469
24,,24.1840345,120.7357345,364.3000183105469
25,,24.1840345,120.7357345,364.3000183105469
26,,24.1840345,120.7357345,364.3000183105469
27,nd-0.63_9.81_-0.71_0.11_0.00_-0.11_-17.06_-25.50_29.12_0.6957_0.6553_0.1838_0.2295end-0.63_9.81_-0.71_0.00_-1.23_0.56_-17.06_-25.50_29.12_0.6958_0.6554_0.1837_0.2294end-0.66_9.84_-0.67_0.00_-1.23_0.56_-17.06_-25.50_29.12_0.6958_0.6554_0.1837_0.2293end-0.68_9.84_-0.71_0.00_-1.23_0.56_-16.37_-26.25_28.19_0.6958_0.6554_0.1837_0.229,24.1840345,120.7357345,364.3000183105469
28,,24.1840345,120.7357345,364.3000183105469
29,,24.1840345,120.7357345,364.3000183105469
30,,24.1840345,120.7357345,364.3000183105469
31,,24.1840345,120.7357345,364.3000183105469
32,3end-0.62_9.82_-0.67_0.00_-1.12_0.56_-16.37_-26.25_28.19_0.6959_0.6554_0.1836_0.2292end-0.63_9.81_-0.70_0.00_-1.12_0.56_-16.37_-25.19_29.50_0.6959_0.6554_0.1835_0.2291end,24.1840345,120.7357345,364.3000183105469
33,-0.63_9.85_-0.73_0.00_-1.12_0.56_-16.37_-25.19_29.50_0.6959_0.6554_0.1835_0.2291end-0.59_9.82_-0.73_0.00_-1.12_0.56_-16.37_-25.19_29.50_0.6959_0.6554_0.1835_0.2291end-0.59_9.82_-0.73_0.00_-2.24_0.78_-16.37_-25.19_29.50_0.6960_0.6554_0.1834_0.2289end-0.59_9.82_-0.73_0.00_-2.24_0.78_-16.37_-25.19_29.50_0.6960_0.6555_0.1833_0.2287end-0.56_9.85_-0.72_0.00_-2.24_0.78_-16.37_-25.19_29.50_0.6960_0.6555_0.1833_0.2286end-0.54_9.85_-0.75_0.00_-2.24_0.78_-16.37_-25.19_29.50_0.6960_0.6555_0.1833_0.2286end-0.54_9.85_-0.75_0.00_-2.24_0.78_-16.37_-25.19_29.50_0.6961_0.6555_0.1832_0.2285end-0.54_9.85_-0.75_0.00_-2.24_0.78_-17.75_-24.87_29.50_0.6962_0.6555_0.1830_0.2283end-0.49_9.82_-0.77_0.00_-2.24_0.78_-17.75_-24.87_29.50_0.6962_0.6555_0.1830_0.2283end-0.47_9.82_-0.77_0.00_-2.46_0.67_-17.75_-24.87_29.50_0.6962_0.6555_0.1830_0.2283end,24.1840345,120.7357345,364.3000183105469
34,-0.47_9.82_-0.77_0.00_-2.46_0.67_-18.12_-24.87_29.12_0.6962_0.6556_0.1829_0.2281end-0.47_9.82_-0.77_0.00_-2.46_0.67_-18.12_-24.87_29.12_0.6962_0.6556_0.1827_0.2280end-0.48_9.82_-0.86_0.00_-2.46_0.67_-18.12_-24.87_29.12_0.6962_0.6556_0.1827_0.2280end-0.49_9.82_-0.85_0.00_-1.01_0.22_-18.12_-24.87_29.12_0.6962_0.6556_0.1827_0.2280end-0.50_9.77_-0.85_0.00_-1.01_0.22_-17.06_-25.19_29.50_0.6962_0.6557_0.1827_0.2279end-0.48_9.80_-0.84_-0.11_-0.67_0.34_-17.06_-25.19_29.50_0.6962_0.6557_0.1826_0.2278end-0.52_9.82_-0.75_-0.11_-0.67_0.34_-17.06_-25.19_29.50_0.6962_0.6557_0.1826_0.2278end-0.52_9.84_-0.79_-0.11_-0.67_0.34_-17.06_-25.19_29.50_0.6962_0.6558_0.1826_0.2278end-0.52_9.84_-0.79_-0.11_-0.67_0.34_-17.06_-25.19_29.50_0.6962_0.6558_0.1826_0.2278end-0.52_9.84_-0.79_-0.11_-0.67_0.34_-17.44_-24.12_29.12_0.6962_0.6558_0.1826_0.2278end,24.1840345,120.7357345,364.3000183105469
35,-0.58_9.81_-0.77_-0.11_-0.67_0.34_-17.44_-24.12_29.12_0.6962_0.6558_0.1826_0.2278end-0.54_9.84_-0.79_-0.11_-0.67_0.34_-17.44_-24.12_29.12_0.6962_0.6558_0.1826_0.2278end-0.56_9.81_-0.80_-0.67_-0.56_0.00_-17.44_-24.12_29.12_0.6962_0.6558_0.1826_0.2278end-0.55_9.82_-0.79_-0.11_-0.78_0.11_-17.44_-23.81_29.56_0.6962_0.6558_0.1826_0.2,24.1840345,120.7357345,364.3000183105469
36,,24.1840345,120.7357345,364.3000183105469
37,,24.1840345,120.7357345,364.3000183105469
38,,24.1840345,120.7357345,364.3000183105469
39,,24.1840345,120.7357345,364.3000183105469
40,278end-0.49_9.84_-0.82_-0.56_-0.78_-0.11_-17.44_-23.81_29.56_0.6962_0.6558_0.1826_0.2278end-0.46_9.84_-0.79_-0.56_-0.78_-0.11_-17.44_-23.81_29.56_0.6961_0.6559_0.1826_0.2277end-0.44_9.84_-0.81_-0.56_-0.78_-0.11_-17.06_-24.87_29.12_0.6961_0.6559_0.1826_0.2277end-0.44_9.86_-0.79_-0.90_0.22_-0.22_-17.06_-24.87_29.12_0.6960_0.6560_0.1826_0.2277end-0.47_9.82_-0.75_-0.90_0.22_-0.22_-17.06_-24.87_29.12_0.6960_0.6561_0.1826_0.2278end-0.52_9.82_-0.79_-0.90_0.22_-0.22_-17.06_-24.87_29.12_0.6960_0.6561_0.1826_0.2278end,24.1840345,120.7357345,364.3000183105469
41,,24.1840345,120.7357345,364.3000183105469
42,,24.1840345,120.7357345,364.3000183105469
43,-0.58_9.80_-0.77_-0.90_0.22_-0.22_-16.37_-24.56_27.81_0.6960_0.6561_0.1826_0.2278end-0.59_9.79_-0.79_-0.90_0.22_-0.22_-16.37_-24.56_27.81_0.6958_0.6561_0.1827_0.2280end-0.61_9.80_-0.81_-0.90_0.22_-0.22_-16.37_-24.56_27.81_0.6957_0.6561_0.1827_0.2280end-0.62_9.84_-0.77_-1.01_0.90_-0.56_-16.75_-25.19_30.00_0.6957_0.6561_0.1827_0.2,24.1840345,120.7357345,364.3000183105469
44,,24.1840345,120.7357345,364.3000183105469
45,,24.1840345,120.7357345,364.3000183105469
46,,24.1840345,120.7357345,364.3000183105469
47,280end-0.63_9.82_-0.75_-0.45_1.12_-0.11_-16.75_-25.19_30.00_0.6956_0.6562_0.1829_0.2281end-0.61_9.84_-0.80_-1.12_1.34_-0.22_-16.75_-25.19_30.00_0.6956_0.6562_0.1829_0.2281end-0.67_9.81_-0.77_-1.12_1.34_-0.22_-16.75_-25.19_30.00_0.6956_0.6562_0.1829_0.2282end-0.69_9.82_-0.79_-0.90_2.69_-0.34_-16.75_-25.19_30.00_0.6956_0.6562_0.1829_0.2282end-0.69_9.82_-0.79_-1.34_3.25_-0.22_-16.75_-25.19_30.00_0.6954_0.6562_0.1831_0.2284end-0.69_9.82_-0.79_-1.34_3.25_-0.22_-16.00_-24.50_30.00_0.6953_0.6563_0.1833_0.2286end,24.1840345,120.7357345,364.3000183105469
48,,24.1840345,120.7357345,364.3000183105469
49,,24.1840345,120.7357345,364.3000183105469
50,,24.1840345,120.7357345,364.3000183105469
51,,24.1840345,120.7357345,364.3000183105469
52,,24.1840345,120.7357345,364.3000183105469
53,,24.1840345,120.7357345,364.3000183105469
